PERIOD,DATE,JOURNAL,REFERENCE,VALUE,BRANCH,GLCODE,GLREPORT
201611,15/11/16,66769,75509/ROBERT LEE(LONDON)LTD ,70.2,2,630,54
201606,13/06/16,63133,71398/MITCHELLS(MILLBROOK)LTD ,27.05,2,700,58
201602,06/02/16,59396,67118/DESIGN TYPES LTD ,75,2,400,15
201710,24/10/17,75455,88295/VADO ,35,2,630,54
201707,12/07/17,73436,83440/INTERNATIONAL DECORATIVE SURFA ,42.79,2,700,58
201702,13/02/17,69497,78841/SYMPHONY GROUP PLC ,15.63,2,700,58
201610,12/10/16,66063,74899/OSO HOTWATER (UK) LIMITED ,357,2,630,54
201605,27/05/16,62124,70229/N.FROY AND SONS LIMITED ,135.55,2,720,56
201702,01/02/17,68992,77639/SUPPLIES 4 HEAT ,127.01,2,720,56
201607,29/09/16,JV5358,2/230 ,250.04,2,360,14
201709,07/09/17,74446,84952/KUDOS SHOWER PRODUCTS LIMITED ,121.87,2,630,54
201802,21/02/18,78688,91962/CLAYGATE DISTRIBUTION LTD ,10.33,2,700,58
201707,05/07/17,73033,82793/ROBERT LEE(LONDON)LTD ,-15.35,2,700,58
201702,13/02/17,69498,78842/SYMPHONY GROUP PLC ,-188.72,2,720,56
201609,20/09/16,65357,73983/ROBERT LEE(LONDON)LTD ,11.79,2,700,58
201605,17/05/16,62024,70111/SIMPSONS ,156.33,2,630,54
201711,09/11/17,76871,89048/GRANT WESTFIELD LIMITED ,82.45,2,700,58
201701,12/01/17,68490,77733/PHOENIX  ,12.5,2,700,58
201710,20/10/17,75357,88095/EASTBROOK CO ,63.96,2,700,58
201705,16/05/17,71620,81111/WESTCO FLOW CONTROL LTD ,-731.64,2,720,56
201612,19/12/16,67782,76861/OSO HOTWATER (UK) LIMITED ,357,2,630,54
201608,02/08/16,64247,72732/METHVEN UK LIMITED ,75.81,2,700,58
201603,29/03/16,60813,68863/DAVROC LIMITED ,59.43,2,700,58
201603,03/03/16,60207,67259/GLEDHILL SPARE PARTS LTD ,719.05,2,720,56
201712,12/12/17,76166,90190/ROBERT LEE(LONDON)LTD ,-23.12,2,720,56
201706,14/06/17,72429,82019/DAVROC LIMITED ,847.94,2,630,54
201609,14/09/16,65157,73738/BROUGHTON CRANGROVE ,259.41,2,630,54
201604,07/04/16,61521,69667/CLAYGATE DISTRIBUTION LTD ,-193.5,2,720,56
201708,31/08/17,74046,83994/MITCHELLS(MILLBROOK)LTD ,-4764.63,2,690,52
201704,18/04/17,71016,80586/BROUGHTON CRANGROVE ,133.18,2,700,58
201611,10/11/16,67279,76309/MAINCOR LTD ,167,2,700,58
201607,26/07/16,63744,72270/BRISTAN LTD ,15.23,2,630,54
201603,02/03/16,60411,68228/ROBERT LEE(LONDON)LTD ,115.94,2,630,54
201712,11/12/17,76066,90072/WATERLINE LIMITED ,-73.87,2,720,56
201712,07/12/17,75865,89821/ROBERT LEE(LONDON)LTD ,19.31,2,700,58
201703,03/03/17,70512,80041/HANSGROHE LIMITED ,43.54,2,630,54
201610,19/10/16,66270,75170/H&V CONTROLS LTD ,-97.74,2,720,56
201606,06/06/16,63240,71507/IDEAL BATHROOMS ,116.64,2,630,54
201601,20/01/16,59099,66741/ROBERT LEE(LONDON)LTD ,47.89,2,700,58
201707,10/07/17,73341,83339/SOUTHERN TANK SERVICES LTD ,-144,2,720,56
201702,28/02/17,69503,78847/BRETT MARTIN LTD ,380.9,2,700,58
201712,07/12/17,75866,89822/ROBERT LEE(LONDON)LTD ,-91.86,2,720,56
201606,02/06/16,63140,71405/F&P WHOLESALE ,-209.28,2,720,56
201601,22/01/16,59302,66985/F&P WHOLESALE ,66,2,720,56
201801,24/01/18,77987,91155/KUDOS SHOWER PRODUCTS LIMITED ,2.69,2,700,58
201707,17/07/17,73241,83231/EASTBROOK CO ,169.5,2,700,58
201702,08/11/16,69807,79485/ROBERT LEE(LONDON)LTD ,-231.98,2,720,56
201610,20/10/16,66474,75429/DAVROC LIMITED ,-286.3,2,720,56
201606,06/06/16,63242,71509/IDEAL BATHROOMS ,107.54,2,630,54
201602,10/02/16,59404,67130/SALISBURY GLASS CENTRE LTD ,5.94,2,700,58
201710,02/10/17,75261,85875/SCHNEIDER ELECTRIC CONTROLS UK ,75,2,630,54
201803,20/03/18,79402,92879/F&P WHOLESALE ,-1190.77,2,720,56
201705,26/05/17,71929,81503/ZEHNDER GROUP UK LTD (RETAIL) ,113.26,2,700,58
201612,15/12/16,67990,77094/FLOWFLEX COMPONENTS LTD ,-19.6,2,720,56
201608,25/08/16,64758,73422/N.FROY AND SONS LIMITED ,49.08,2,630,54
201603,22/03/16,60617,68617/ROBERT LEE(LONDON)LTD ,-295.02,2,720,56
201801,08/01/18,77585,90686/PURMO UK ,72.45,2,630,54
201706,15/06/17,72839,82655/ROBERT LEE(LONDON)LTD ,-140.94,2,720,56
201702,16/02/17,69304,78493/ELLIOTT BROTHERS LTD ,32.9,2,700,58
201609,28/09/16,65466,74106/N.FROY AND SONS LIMITED ,33.94,2,700,58
201604,15/04/16,61426,69561/IDEAL BATHROOMS ,55.56,2,630,54
201710,23/10/17,75465,88305/HYDRALECTRIC APPLIANCE CONTROL ,89.8,2,630,54
201708,14/09/17,JV5569,AUG PAYROLL ,4166.66,2,250,8
201704,07/04/17,71325,80963/ZEHNDER GROUP UK LTD (RETAIL) ,-160.64,2,720,56
201612,06/12/16,67891,76984/MAINCOR LTD ,129.6,2,630,54
201609,12/01/17,JV5375,SEPT PAYMENTS ,-536,2,520,50
201608,07/10/16,JV5367,AUGUST PAYMENTS ,199.33,2,360,14
201606,17/06/16,62841,71065/MONTROSE FURNITURE ,-48.71,2,630,54
201602,19/02/16,59508,67355/SANEUX ,99.52,2,630,54
201711,29/11/17,77284,89521/ROBERT LEE(LONDON)LTD ,96.57,2,630,54
201706,08/06/17,72437,82027/DAVROC LIMITED ,76.32,2,700,58
201701,24/01/17,68801,78072/BRETT MARTIN LTD ,44.99,2,700,58
201610,06/10/16,65771,74421/DAVROC LIMITED ,-7.56,2,700,58
201605,11/05/16,62135,70243/INTATEC LTD ,-14,2,630,54
201802,28/02/18,78800,92077/BSS GROUP PLC ,22.37,2,720,56
201708,31/08/17,74053,84001/PHOENIX  ,-1320.9,2,690,52
201610,27/10/16,66580,76256/EMBRASS ,70.59,2,700,58
201712,22/12/17,76174,90197/GRANT WESTFIELD LIMITED ,-3.88,2,700,58
201708,31/08/17,74054,84002/PLAND STAINLESS LIMITED ,-79.69,2,690,52
201703,28/03/17,70317,79824/N.FROY AND SONS LIMITED ,145.41,2,630,54
201606,14/06/16,62641,70840/CLAYGATE DISTRIBUTION LTD ,-50.51,2,720,56
201601,29/01/16,59005,66634/ROBERT LEE(LONDON)LTD ,-198.18,2,720,56
201705,31/05/17,71832,81396/FARMILOE ,664.07,2,720,56
201709,06/09/17,74963,85551/TODAYS TOOLS LTD ,-551.7,2,720,56
201803,20/03/18,79407,92884/DAVANT PRODUCTS LTD ,194.77,2,700,58
201611,15/11/16,66884,75639/SIMPSONS ,192.34,2,700,58
201704,27/04/17,70924,80492/ELLIOTT BROTHERS LTD ,19,2,700,58
201607,13/07/16,63955,72491/DAVROC LIMITED ,214.2,2,630,54
201602,23/02/16,60117,68044/HEATING SPARES SPECIALISTS ,526.46,2,630,54
201709,29/09/17,74358,84863/NATIONAL SHOWER SPARES ,305.52,2,720,56
201802,31/01/18,79004,92303/CLAYGATE DISTRIBUTION LTD ,10.33,2,700,58
201705,23/05/17,71632,81141/DAVROC LIMITED ,41.09,2,700,58
201701,04/01/17,68299,77331/VOGEL&NOOT PRODUCTS LTD ,598.74,2,630,54
201608,12/08/16,64461,72958/KUDOS SHOWER PRODUCTS LIMITED ,242.67,2,630,54
201603,04/03/16,60421,68238/ROBERT LEE(LONDON)LTD ,51.65,2,700,58
201708,23/11/17,JV5574,Aug payments ,336550,2,600,53
201802,19/02/18,78702,91976/CLAYGATE DISTRIBUTION LTD ,-339.01,2,720,56
201703,08/03/17,70522,80051/FLOWFLEX COMPONENTS LTD ,-531.9,2,720,56
201612,11/12/16,67593,76505/MARFLOW ENGINEERING LTD ,-9,2,630,54
201607,16/06/16,63351,71631/SIMPSONS ,67.7,2,720,56
201603,04/03/16,60422,68239/ROBERT LEE(LONDON)LTD ,142.45,2,630,54
201604,15/04/16,61534,69680/SIMPSONS ,71.87,2,700,58
201802,06/02/18,78400,91613/EASTBROOK CO ,-268.27,2,720,56
201704,11/04/17,71230,80867/BLANCO LIMITED ,-125.28,2,720,56
201612,08/12/16,67695,76766/NATIONAL SHOWER SPARES ,2.13,2,700,58
201608,23/08/16,64261,72746/ROBERT LEE(LONDON)LTD ,-6.58,2,720,56
201712,21/12/17,76179,90202/SALISBURY SIGNS ,263.67,2,260,10
201708,03/08/17,73958,83826/ROBERT LEE(LONDON)LTD ,53.41,2,700,58
201706,01/06/17,72342,81921/BARWICK ,4.69,2,700,58
201611,14/11/16,66888,75643/BROUGHTON CRANGROVE ,200.61,2,700,58
201606,28/05/16,62747,70958/ARISTON ,2892.8,2,630,54
201601,26/01/16,59111,66753/MONTROSE FURNITURE ,70.08,2,700,58
201606,30/06/16,62949,71177/HEATMISER UK LTD ,957.8,2,720,56
201605,04/05/16,62546,70730/IDEAL BATHROOMS ,54.49,2,630,54
201709,19/09/17,74867,85451/UPTREND DISTRIBUTION ,99.41,2,630,54
201707,25/07/17,73454,83458/ROBERT LEE(LONDON)LTD ,29.79,2,700,58
201707,03/07/17,72949,82366/TIMOLEON LTD T/A OMNIE ,-8196.08,2,690,52
201610,04/07/16,66485,75483/TVS BOILER SPARES LTD ,19.85,2,630,54
201601,08/01/16,58607,66169/WOSHERWORLD ,3.36,2,700,58
201608,01/08/16,64162,72042/EASTBROOK CO ,-982.08,2,690,52
201801,22/01/18,77898,91052/CALMAG YORKSHIRE LIMITED ,249.03,2,630,54
201705,04/05/17,71536,80798/ROBERT LEE(LONDON)LTD ,97.33,2,720,56
201612,16/12/16,68102,77483/ARISTON ,25.2,2,700,58
201608,12/08/16,64466,72963/SIMPSONS ,68.27,2,700,58
201603,08/03/16,60527,68345/MONTROSE FURNITURE ,-67,2,720,56
201604,12/04/16,61436,69571/MONTROSE FURNITURE ,0,2,720,56
201802,03/02/18,78303,91509/F&P WHOLESALE ,241.15,2,700,58
201705,31/05/17,71840,81404/GRANT ENGINEERING (UK) LTD ,-30.12,2,700,58
201701,03/01/17,68305,77337/TALON LTD ,143.65,2,630,54
201608,03/08/16,64568,73085/ARISTON ,243.94,2,700,58
201605,03/05/16,61740,69142/KUDOS SHOWER PRODUCTS LIMITED ,3540.94,2,720,56
201712,15/12/17,76082,90090/HANSGROHE LIMITED ,13.25,2,700,58
201709,28/11/17,JV5579,Sept payroll ,575,2,250,8
201708,08/08/17,74164,84136/BRETT MARTIN LTD ,2.81,2,630,54
201704,25/04/17,70932,80500/SYMPHONY GROUP PLC ,7.87,2,700,58
201611,24/11/16,66993,75903/MONARCH WATER LTD ,200.1,2,700,58
201605,24/05/16,62549,70733/MONTROSE FURNITURE ,-82.54,2,720,56
201601,29/01/16,59317,67016/IDEAL BATHROOMS ,-20.55,2,630,54
201709,22/09/17,75073,85806/KUDOS SHOWER PRODUCTS LIMITED ,-65.81,2,720,56
201803,28/03/18,79416,92895/ROBERT LEE(LONDON)LTD ,-12.42,2,720,56
201703,06/03/17,70226,79604/CLAYGATE DISTRIBUTION LTD ,-49.13,2,630,54
201701,04/01/17,68206,76673/FAUCETS ,-118.12,2,690,52
201607,19/07/16,63459,71766/ROPER RHODES LIMITED ,19.82,2,700,58
201602,10/02/16,59722,67614/TVS BOILER SPARES LTD ,85.1,2,630,54
201709,04/09/17,74771,85350/DAVROC LIMITED ,-19.48,2,720,56
201802,14/02/18,79013,92319/INTERNATIONAL DECORATIVE SURFA ,86.55,2,630,54
201703,09/05/17,70732,Consolidated PL Journal ,7980.5,2,211,4
201612,14/12/16,67601,76523/N.FROY AND SONS LIMITED ,-178.74,2,630,54
201608,22/08/16,64268,72753/VOGEL&NOOT PRODUCTS LTD ,154.93,2,700,58
201603,22/03/16,60834,68885/CLAYGATE DISTRIBUTION LTD ,95.77,2,630,54
201704,06/04/17,71238,80875/JOULE UK ,104.83,2,700,58
201802,21/02/18,78913,92197/MAINCOR LTD ,-49.15,2,720,56
201612,01/12/16,67501,75816/MARFLOW ENGINEERING LTD ,-3409.9,2,690,52
201608,22/08/16,64269,72754/FARMILOE ,44.01,2,700,58
201604,04/04/16,61037,68745/ROBERT LEE(LONDON)LTD ,-17.2,2,630,54
201803,13/03/18,79116,92420/HIB LTD ,115.95,2,700,58
201610,30/01/17,JV5382,OCT PAYMENTS ,-36.67,2,700,58
201702,23/02/17,69623,79006/ROBERT LEE(LONDON)LTD ,66.05,2,700,58
201704,03/04/17,70734,79645/JSC EDMUNDSON ELECTRICAL ,-421.33,2,690,52
201602,19/02/16,59725,67617/TOOLBANK(CURTIS HOLT) ,-127.43,2,720,56
201708,31/08/17,74067,84015/SOUTHERN TANK SERVICES LTD ,-144,2,690,52
201710,12/10/17,75279,85894/METHVEN UK LIMITED ,160.27,2,630,54
201709,29/09/17,74371,84876/STEARN ELECTRIC COMPANY LTD ,4097.25,2,720,56
201702,24/02/17,69624,79007/ROBERT LEE(LONDON)LTD ,125.56,2,630,54
201610,31/10/16,66089,74926/BROUGHTON CRANGROVE ,-1640.36,2,720,56
201606,02/06/16,62756,70967/KUDOS SHOWER PRODUCTS LIMITED ,143.63,2,630,54
201601,15/01/16,59120,66784/IDEAL BATHROOMS ,47.32,2,630,54
201610,30/01/17,JV5384,OCT PAYMENTS ,941,2,520,50
201712,04/12/17,75886,89856/VOGEL&NOOT PRODUCTS LTD ,161.95,2,700,58
201708,16/08/17,73867,83735/BROUGHTON CRANGROVE ,294.76,2,630,54
201702,07/02/17,69827,79760/BLANCO LIMITED ,120,2,630,54
201609,21/09/16,65181,73783/KUDOS SHOWER PRODUCTS LIMITED ,-9.25,2,630,54
201702,01/02/17,69019,77666/DAVROC LIMITED ,8584.84,2,720,56
201801,10/01/18,77806,90948/ROBERT LEE(LONDON)LTD ,-4.45,2,700,58
201706,14/06/17,72858,82674/ROBERT LEE(LONDON)LTD ,29.79,2,700,58
201702,13/02/17,69222,78382/MONTROSE FURNITURE ,-851,2,720,56
201610,05/10/16,65990,74795/THE RADIATOR COMPANY ,264.88,2,630,54
201605,11/03/16,62152,70270/TIMOLEON LTD T/A OMNIE ,-1066.29,2,700,58
201601,20/01/16,59122,66786/MITCHELLS(MILLBROOK)LTD ,-121.96,2,720,56
201710,20/10/17,75383,88195/METHVEN UK LIMITED ,14.84,2,700,58
201711,23/10/17,77101,89324/ROBERT LEE(LONDON)LTD ,-74.3,2,720,56
201703,24/03/17,70637,80273/ROBERT LEE(LONDON)LTD ,73.71,2,630,54
201611,02/11/16,67203,76152/GRANT ENGINEERING (UK) LTD ,-105.9,2,720,56
201607,11/07/16,63365,71647/SIMPSONS ,24.16,2,700,58
201603,15/03/16,60234,67905/FLOWFLEX COMPONENTS LTD ,-11.64,2,720,56
201606,30/06/16,62860,71088/ARISTON ,4159.62,2,720,56
201710,09/10/17,75283,85898/MAINCOR LTD ,4.49,2,700,58
201705,16/05/17,71547,81012/BLUE KITE ,184.2,2,700,58
201612,14/12/16,68012,77116/METHVEN UK LIMITED ,-787.92,2,720,56
201608,19/08/16,64578,73118/JUST TAPS PLUS LTD ,75,2,630,54
201604,25/04/16,61043,68979/F&P WHOLESALE ,-870.57,2,700,58
201802,05/02/18,78718,91992/SYMPHONY GROUP PLC ,42.83,2,211,4
201705,31/05/17,72053,81639/SIMPSONS ,116.08,2,700,58
201701,24/01/17,68518,77769/GRANT ENGINEERING (UK) LTD ,-89.18,2,720,56
201609,15/09/16,65185,73788/BROUGHTON CRANGROVE ,416.7,2,720,56
201604,17/03/16,61145,69099/CLAYGATE DISTRIBUTION LTD ,10.82,2,720,56
201605,31/05/16,62256,70374/TVS BOILER SPARES LTD ,44.49,2,720,56
201802,01/02/18,78315,91523/F&P WHOLESALE ,30.05,2,700,58
201705,16/05/17,71953,81528/ROBERT LEE(LONDON)LTD ,92.65,2,700,58
201702,09/05/17,JV5511,FEB PAYROLL ,31.94,2,250,8
201612,22/12/16,67812,76892/ROBERT LEE(LONDON)LTD ,88,2,630,54
201608,24/08/16,64277,72762/SIMPSONS ,-206,2,720,56
201604,31/03/16,61146,69100/A.P TECHNIK LTD ,-3.93,2,700,58
201803,07/03/18,79227,92541/JOULE UK ,-628.21,2,720,56
201802,02/02/18,78316,91525/KUDOS SHOWER PRODUCTS LIMITED ,-291.14,2,720,56
201704,18/04/17,71146,80761/DAVROC LIMITED ,-158.34,2,720,56
201612,14/12/16,67611,76535/N.FROY AND SONS LIMITED ,-3.71,2,700,58
201711,23/11/17,77206,89432/TODAYS TOOLS LTD ,-238.69,2,720,56
201604,23/03/16,61147,69101/BIRCHWOOD PRICE TOOLS ,52.74,2,720,56
201801,03/01/18,77610,90711/ROBERT LEE(LONDON)LTD ,14.4,2,700,58
201705,25/05/17,71854,81426/F&P WHOLESALE ,391.05,2,630,54
201710,28/11/17,JV5593,OCTOBER PAYMENTS ,198,2,310,12
201701,12/01/17,68319,77351/GRANT WESTFIELD LIMITED ,-331.91,2,720,56
201608,01/08/16,64683,73267/DAVROC LIMITED ,122.15,2,630,54
201604,11/04/16,61451,69586/DAVANT PRODUCTS LTD ,273.82,2,630,54
201612,01/12/16,67511,75826/PHOENIX  ,682.09,2,720,56
201611,30/01/17,JV5392,NOV PAYMENTS ,28.6,2,230,6
201703,24/03/17,70643,80279/ROBERT LEE(LONDON)LTD ,-170.28,2,720,56
201612,22/12/16,68017,77123/SANEUX ,-272.18,2,720,56
201606,30/06/16,62866,71094/MASEFIELD-EPSON LTD ,154.82,2,720,56
201601,13/01/16,58725,66292/DAVROC LIMITED ,28.35,2,700,58
201712,20/12/17,76400,90429/KUDOS SHOWER PRODUCTS LIMITED ,35.55,2,700,58
201707,04/07/17,73270,83263/DAVROC LIMITED ,30.8,2,700,58
201703,02/03/17,69937,78743/GRANT WESTFIELD LIMITED ,-1893.98,2,690,52
201610,24/10/16,66200,75068/MITCHELLS(MILLBROOK)LTD ,39.39,2,700,58
201606,08/06/16,63170,71435/N.FROY AND SONS LIMITED ,107.35,2,630,54
201602,22/02/16,59534,67385/CLAYGATE DISTRIBUTION LTD ,16.97,2,700,58
201803,29/03/18,79431,92916/TVS BOILER SPARES LTD ,31.8,2,700,58
201709,14/09/17,74684,85252/KUDOS SHOWER PRODUCTS LIMITED ,50.01,2,700,58
201702,16/02/17,69332,78521/ROBERT LEE(LONDON)LTD ,29.11,2,700,58
201609,20/09/16,65393,74019/N.FROY AND SONS LIMITED ,43.16,2,700,58
201605,04/05/16,62060,70149/IDEAL BATHROOMS ,13.62,2,630,54
201709,14/09/17,74685,85253/F&P WHOLESALE ,49.56,2,630,54
201803,29/03/18,79432,92917/TAVISTOCK ,-116.89,2,720,56
201703,13/03/17,70545,80074/SNICKERS ORIGINAL LTD ,56.94,2,630,54
201610,30/01/17,66606,Consolidated PL Journal ,124.89,2,260,10
201606,28/06/16,63071,71326/CLAYGATE DISTRIBUTION LTD ,170.63,2,630,54
201602,16/02/16,60041,67968/MONTROSE FURNITURE ,102.17,2,700,58
201709,29/09/17,74888,85475/SIMPSONS ,453,2,630,54
201803,19/03/18,79534,93025/FLOWFLEX COMPONENTS LTD ,-282.9,2,720,56
201703,29/03/17,70445,79971/MITCHELLS(MILLBROOK)LTD ,81.16,2,700,58
201612,30/01/17,JV5396,DEC PAYROLL ,-6109.15,2,750,57
201607,28/07/16,63981,72572/CLAYGATE DISTRIBUTION LTD ,32.02,2,720,56
201603,14/03/16,60345,68160/DAVROC LIMITED ,238.56,2,630,54
201711,21/12/17,JV5600,NOV PAYROLL ,128.85,2,350,12
201712,31/12/17,76202,90226/IDEAL BATHROOMS ,-72.8,2,690,52
201709,21/09/17,74990,85578/N.FROY AND SONS LIMITED ,68.75,2,630,54
201803,27/03/18,79333,92806/F&P WHOLESALE ,1263.53,2,630,54
201705,05/05/17,72163,81753/DAVROC LIMITED ,166.95,2,630,54
201701,11/01/17,68325,77357/SIMPSONS ,454.16,2,630,54
201609,29/09/16,65598,74241/ROBERT LEE(LONDON)LTD ,29.52,2,700,58
201604,07/04/16,61457,69592/DAVROC LIMITED ,168.52,2,630,54
201708,17/08/17,73881,83749/ROBERT LEE(LONDON)LTD ,10.5,2,700,58
201703,23/03/17,70144,79511/HANSGROHE LIMITED ,48.43,2,700,58
201611,21/11/16,66811,75551/KUDOS SHOWER PRODUCTS LIMITED ,22.88,2,700,58
201606,28/06/16,62973,71217/N.FROY AND SONS LIMITED ,-60.14,2,720,56
201609,21/09/16,65397,74023/SIMPSONS ,-79.99,2,720,56
201803,19/03/18,79537,93028/HANSGROHE LIMITED ,-400.06,2,720,56
201709,29/09/17,74387,84892/BSS GROUP PLC ,-696.51,2,690,52
201612,21/12/16,67620,76555/JOHN CRIBB AND SONS LIMITED ,0,2,700,58
201608,25/08/16,64287,72772/FLOWFLEX COMPONENTS LTD ,14.74,2,630,54
201603,29/03/16,60651,68651/WH CYLINDERS ,658.39,2,630,54
201709,14/09/17,74589,85117/MARFLOW ENGINEERING LTD ,-178.08,2,720,56
201801,22/01/18,78023,91191/EASTBROOK CO ,146.34,2,630,54
201705,17/05/17,71661,81170/FLOWFLEX COMPONENTS LTD ,89.07,2,700,58
201711,06/11/17,76711,88873/ARTIC HAYES ,-138.45,2,720,56
201608,22/08/16,64288,72773/MARFLOW ENGINEERING LTD ,6.55,2,700,58
201604,24/03/16,61258,69386/INTATEC LTD ,37.78,2,630,54
201801,11/01/18,77822,90970/ELLIOTT BROTHERS LTD ,186.01,2,720,56
201703,27/03/17,70450,79976/MITCHELLS(MILLBROOK)LTD ,17.84,2,700,58
201612,30/01/17,JV5401,DEC PAYMENTS ,56.37,2,284,11
201609,29/09/16,65602,74245/ROBERT LEE(LONDON)LTD ,26.75,2,700,58
201606,07/06/16,62572,70770/ROBERT LEE(LONDON)LTD ,-156.77,2,720,56
201711,21/12/17,JV5603,NOV ACCRUALS ,300,2,220,5
201706,08/06/17,72470,82061/ROPER RHODES LIMITED ,-198.96,2,720,56
201707,24/07/17,73582,83604/METHVEN UK LIMITED ,240.41,2,630,54
201703,24/03/17,70249,79635/N.FROY AND SONS LIMITED ,78.11,2,720,56
201611,16/11/16,66916,75671/HYDRALECTRIC APPLIANCE CONTROL ,143.94,2,630,54
201607,19/07/16,63482,71789/SIMPSONS ,-263.6,2,720,56
201602,05/02/16,59442,67284/IDEAL BATHROOMS ,-166.72,2,720,56
201703,15/03/17,70351,79858/DAVROC LIMITED ,2.94,2,700,58
201710,02/10/17,75400,88213/APP WHOLESALE PLC ,245,2,630,54
201708,15/08/17,73886,83754/ROBERT LEE(LONDON)LTD ,-316.67,2,720,56
201712,04/12/17,75906,89877/METHVEN UK LIMITED ,-142.25,2,720,56
201607,06/07/16,63382,71666/F&P WHOLESALE ,-1035,2,720,56
201603,11/04/16,60554,68552/HOWDENS JOINERY LIMITED ,-133.68,2,690,52
201802,08/05/18,JV5710,2/700 ,-220465.22,2,100,1
201801,18/01/18,77825,90973/GRANT ENGINEERING (UK) LTD ,0,2,700,58
201706,19/06/17,72776,82592/SIMPSONS ,73,2,630,54
201701,25/01/17,68433,77528/SOUTHERN TANK SERVICES LTD ,64,2,630,54
201609,07/09/16,65100,73678/H&V CONTROLS LTD ,-843.34,2,720,56
201711,07/11/17,76816,88993/HANSGROHE LIMITED ,8.58,2,700,58
201712,29/12/17,76210,90234/THE ALARMING COMPANY ,762.43,2,720,56
201710,09/10/17,75202,85813/HIB LTD ,108.38,2,630,54
201712,29/12/17,76311,90335/IMPEY UK LTD ,-967.33,2,690,52
201801,04/01/18,77523,90615/SIMPSONS ,-214.8,2,720,56
201802,14/02/18,78533,91773/F&P WHOLESALE ,213.3,2,630,54
201704,13/04/17,71161,80776/ROB POND PLUMB HEAT SOLUTIONS  ,-125.88,2,720,56
201612,22/12/16,67828,76910/IMPEY UK LTD ,-1017.13,2,720,56
201607,19/07/16,63788,72316/ROBERT LEE(LONDON)LTD ,32,2,630,54
201604,05/04/16,60960,68453/TODAYS TOOLS LTD ,-36.37,2,180,2
201710,24/10/17,75504,88346/ARISTON ,-635.04,2,720,56
201709,04/09/17,75000,85577/HANSGROHE LIMITED ,9.62,2,700,58
201704,28/04/17,70960,80528/CLAYGATE DISTRIBUTION LTD ,28.53,2,630,54
201611,29/11/16,67122,76046/WESSEX CHEMICAL FACTORS ,44.8,2,700,58
201608,05/08/16,64496,72993/ROBERT LEE(LONDON)LTD ,14.78,2,700,58
201603,09/03/16,60456,68273/ELLIOTT BROTHERS LTD ,-97.2,2,720,56
201601,11/01/16,59244,66908/ROBERT LEE(LONDON)LTD ,18.17,2,630,54
201709,25/09/17,74294,84796/HANSGROHE LIMITED ,108.17,2,700,58
201704,28/04/17,70961,80529/CLAYGATE DISTRIBUTION LTD ,-73.8,2,720,56
201611,11/11/16,66921,75676/ROBERT LEE(LONDON)LTD ,26.98,2,700,58
201606,07/06/16,62780,70993/DAVROC LIMITED ,31.36,2,700,58
201601,08/01/16,59245,66909/ROBERT LEE(LONDON)LTD ,-202.86,2,720,56
201712,29/12/17,76213,90237/APP WHOLESALE PLC ,1945.21,2,720,56
201710,05/10/17,75304,85921/CONNECTIONS ,116.78,2,630,54
201703,17/03/17,70659,80295/CLAYGATE DISTRIBUTION LTD ,9.67,2,700,58
201611,02/11/16,66720,75426/WATERLINE LIMITED ,274.71,2,720,56
201603,18/03/16,60256,68070/SIMPSONS ,-223.6,2,720,56
201607,04/07/16,63892,72428/HOMESTYLE BATHROOMS ,22,2,700,58
201711,02/11/17,76517,88456/AQATA LIMITED ,650,2,720,56
201601,12/04/16,JV5307,JANUARY INFORMATION ,12.12,2,211,4
201709,29/09/17,74396,84901/X		CONSUMABLES LTD ,-47.9,2,690,52
201802,08/02/18,78638,91907/ROBERT LEE(LONDON)LTD ,17.14,2,720,56
201704,19/04/17,70862,80183/MITCHELLS(MILLBROOK)LTD ,41.09,2,700,58
201611,24/11/16,67428,76494/GRANT ENGINEERING (UK) LTD ,414.7,2,700,58
201608,18/08/16,64196,72143/MASEFIELD-EPSON LTD ,91.5,2,630,54
201603,03/03/16,60156,67208/SOUTHERN TANK SERVICES LTD ,1051.24,2,720,56
201712,05/06/17,76417,90448/CLAYGATE DISTRIBUTION LTD ,0,2,700,58
201803,12/03/18,79548,93039/MITCHELLS(MILLBROOK)LTD ,-723.72,2,720,56
201610,07/10/16,66318,75218/MONARCH WATER LTD ,2405.21,2,630,54
201606,08/06/16,62581,70779/ROBERT LEE(LONDON)LTD ,4.18,2,700,58
201601,25/01/16,59046,66686/VOGEL&NOOT PRODUCTS LTD ,141.65,2,700,58
201801,02/01/18,77731,90864/CLAYGATE DISTRIBUTION LTD ,-7.2,2,700,58
201705,15/05/17,71571,81061/JUST TAPS PLUS LTD ,104.98,2,630,54
201612,21/12/16,67834,76916/ARISTON ,149.2,2,630,54
201608,04/08/16,64501,72998/ROBERT LEE(LONDON)LTD ,-243.38,2,720,56
201603,22/03/16,60865,68916/BRETT MARTIN LTD ,21.97,2,700,58
201701,04/01/17,68137,76604/MASEFIELD-EPSON LTD ,-145.54,2,690,52
201801,04/01/18,77530,90623/HYDRALECTRIC APPLIANCE CONTROL ,-4.85,2,720,56
201705,04/05/17,71471,80424/STEARN ELECTRIC COMPANY LTD ,2396.86,2,720,56
201701,17/01/17,68542,77794/BROUGHTON CRANGROVE ,196.13,2,700,58
201609,01/09/16,64805,72635/KITSONS THERMAL SUPPLIES ,-297.49,2,690,52
