PERIOD,DATE,JOURNAL,REFERENCE,VALUE,BRANCH,GLCODE,GLREPORT
201602,17/02/16,60048,67975/MITCHELLS(MILLBROOK)LTD ,194.66,2,630,54
201710,02/10/17,75400,88213/APP WHOLESALE PLC ,49,2,700,58
201708,02/08/17,73785,83168/GRANT ENGINEERING (UK) LTD ,-16099.61,2,690,52
201703,15/03/17,70351,79858/DAVROC LIMITED ,-17.64,2,720,56
201611,21/11/16,67119,76041/DAVROC LIMITED ,160.3,2,630,54
201606,10/06/16,63281,71550/F&P WHOLESALE ,439.41,2,630,54
201603,11/04/16,60554,68552/HOWDENS JOINERY LIMITED ,133.68,2,720,56
201801,18/01/18,77825,90973/GRANT ENGINEERING (UK) LTD ,4309.95,2,720,56
201706,19/06/17,72776,82592/SIMPSONS ,14.6,2,700,58
201701,25/01/17,68433,77528/SOUTHERN TANK SERVICES LTD ,12.8,2,700,58
201609,08/09/16,64999,73552/ROBERT LEE(LONDON)LTD ,30.82,2,630,54
201711,07/11/17,76816,88993/HANSGROHE LIMITED ,-51.49,2,720,56
201712,29/12/17,76311,90335/IMPEY UK LTD ,967.33,2,720,56
201712,25/01/18,JV5606,DEC SALES ,195943.93,2,600,53
201802,14/02/18,78533,91773/F&P WHOLESALE ,42.66,2,700,58
201704,20/04/17,71060,80638/EMBRASS ,13.5,2,630,54
201612,12/12/16,67727,76806/STERLING DISTRIBUTION ,343.96,2,630,54
201607,19/07/16,63788,72316/ROBERT LEE(LONDON)LTD ,6.4,2,700,58
201604,05/04/16,60960,68453/TODAYS TOOLS LTD ,43.65,2,720,56
201711,03/11/17,76615,88694/ROBERT LEE(LONDON)LTD ,31.2,2,630,54
201709,04/09/17,75000,85577/HANSGROHE LIMITED ,-57.74,2,720,56
201704,28/04/17,70960,80528/CLAYGATE DISTRIBUTION LTD ,5.71,2,700,58
201611,29/11/16,67122,76046/WESSEX CHEMICAL FACTORS ,-268.8,2,720,56
201608,05/08/16,64496,72993/ROBERT LEE(LONDON)LTD ,-88.7,2,720,56
201603,08/03/16,60355,68170/BROUGHTON CRANGROVE ,1273.15,2,630,54
201601,11/01/16,59244,66908/ROBERT LEE(LONDON)LTD ,3.63,2,700,58
201711,02/11/17,76515,88454/APP WHOLESALE PLC ,-280.8,2,690,52
201710,09/10/17,75202,85813/HIB LTD ,21.68,2,700,58
201709,25/09/17,74294,84796/HANSGROHE LIMITED ,-649,2,720,56
201704,19/04/17,70860,80181/MITCHELLS(MILLBROOK)LTD ,158.88,2,630,54
201611,11/11/16,66921,75676/ROBERT LEE(LONDON)LTD ,-161.88,2,720,56
201606,07/06/16,62780,70993/DAVROC LIMITED ,-188.16,2,720,56
201802,08/05/18,JV5710,2/700 ,220465.22,2,100,1
201601,26/01/16,59043,66683/BROUGHTON CRANGROVE ,632.56,2,630,54
201710,05/10/17,75304,85921/CONNECTIONS ,23.36,2,700,58
201703,17/03/17,70659,80295/CLAYGATE DISTRIBUTION LTD ,-58.02,2,720,56
201611,09/11/16,67326,76358/JUST TAPS PLUS LTD ,72.62,2,630,54
201607,04/07/16,63892,72428/HOMESTYLE BATHROOMS ,-131.98,2,720,56
201602,04/02/16,60054,67981/MAYFAIR TAPS AND SHOWERS ,14.5,2,630,54
201601,12/04/16,JV5307,JANUARY INFORMATION ,18.25,2,230,6
201702,09/05/17,JV5511,FEB PAYROLL ,4166.66,2,250,8
201709,29/09/17,74396,84901/X		CONSUMABLES LTD ,47.9,2,720,56
201802,15/02/18,78537,91778/DAVROC LIMITED ,85.05,2,630,54
201704,19/04/17,70862,80183/MITCHELLS(MILLBROOK)LTD ,-246.51,2,720,56
201611,24/11/16,67428,76494/GRANT ENGINEERING (UK) LTD ,-2488.31,2,720,56
201608,18/08/16,64196,72143/MASEFIELD-EPSON LTD ,18.3,2,700,58
201602,04/02/16,60055,67982/METHVEN UK LIMITED ,70.56,2,630,54
201712,05/06/17,76417,90448/CLAYGATE DISTRIBUTION LTD ,12.98,2,720,56
201803,23/03/18,79447,92932/SIAMP UK LTD ,326.48,2,630,54
201610,07/10/16,66318,75218/MONARCH WATER LTD ,481.04,2,700,58
201606,08/06/16,62581,70779/ROBERT LEE(LONDON)LTD ,-25.09,2,720,56
201601,25/01/16,59046,66686/VOGEL&NOOT PRODUCTS LTD ,-849.91,2,720,56
201801,02/01/18,77731,90864/CLAYGATE DISTRIBUTION LTD ,43.2,2,720,56
201705,15/05/17,71571,81061/JUST TAPS PLUS LTD ,21,2,700,58
201612,21/12/16,67834,76916/ARISTON ,29.84,2,700,58
201609,06/09/16,65107,73686/EASTBROOK CO ,502.8,2,630,54
201712,25/01/18,JV5613,DEC RECEIPTS ,-2536.75,2,175,2
201603,22/03/16,60865,68916/BRETT MARTIN LTD ,-131.83,2,720,56
201701,04/01/17,68137,76604/MASEFIELD-EPSON LTD ,145.54,2,720,56
201704,16/01/17,71370,81235/BROUGHTON CRANGROVE ,3060.02,2,630,54
201701,17/01/17,68542,77794/BROUGHTON CRANGROVE ,-1176.78,2,720,56
201609,01/09/16,64805,72635/KITSONS THERMAL SUPPLIES ,297.49,2,720,56
201604,31/03/16,61674,69829/SAGITTARIUS LTD ,45.7,2,630,54
201710,12/10/17,75713,88792/ROBERT LEE(LONDON)LTD ,-149.04,2,720,56
201802,02/02/18,78339,91549/ADVANCED WATER COMPANY LTD ,3.44,2,700,58
201707,19/07/17,73088,82938/FABDEC LIMITED ,79.8,2,630,54
201702,17/02/17,69351,78540/ROBERT LEE(LONDON)LTD ,4.34,2,700,58
201609,29/09/16,65715,74806/EASTBROOK CO ,12.24,2,700,58
201605,16/05/16,61877,69952/ROBERT LEE(LONDON)LTD ,11.7,2,700,58
201710,10/10/17,75411,88227/GRANT WESTFIELD LIMITED ,-183.2,2,720,56
201803,18/03/18,79350,92824/BOSWELL BROS (SALISBURY) ,12.9,2,700,58
201702,17/02/17,69756,79218/CLAYGATE DISTRIBUTION LTD ,-8,2,630,54
201610,18/10/16,66322,75224/PRIMAFLOW LTD ,41.48,2,630,54
201605,11/05/16,62080,70170/SNICKERS ORIGINAL LTD ,-283.79,2,720,56
201601,18/01/16,59151,66815/HEATMISER UK LTD ,30.21,2,700,58
201707,28/07/17,73493,83501/DAVROC LIMITED ,-160.86,2,720,56
201801,12/01/18,77634,90744/F&P WHOLESALE ,-257.26,2,720,56
201803,15/03/18,79351,92825/FLOWFLEX COMPONENTS LTD ,311.32,2,630,54
201703,02/03/17,70565,80100/SNICKERS ORIGINAL LTD ,-68.33,2,720,56
201612,14/12/16,67737,76816/ROBERT LEE(LONDON)LTD ,5.54,2,700,58
201607,12/07/16,63899,72435/MONTROSE FURNITURE ,9.5,2,700,58
201603,04/03/16,60465,68282/F&P WHOLESALE ,10.19,2,700,58
201702,09/05/17,JV5516,FEB PAYMENTS ,3250,2,802,59
201712,08/12/17,76120,90129/SYDENHAMS ,-472.3,2,720,56
201801,15/01/18,77938,91095/SIMPSONS ,11.58,2,700,58
201705,04/05/17,71475,80428/TODAYS TOOLS LTD ,-25.14,2,180,2
201701,11/01/17,68344,77376/N.FROY AND SONS LIMITED ,24.91,2,700,58
201608,17/08/16,64203,72150/N.FROY AND SONS LIMITED ,-249.55,2,720,56
201602,17/02/16,59961,67862/ROBERT LEE(LONDON)LTD ,-47.98,2,720,56
201606,30/06/16,62890,71118/SANEUX ,651.49,2,720,56
201602,13/04/16,JV5315,FEB PAYMENTS ,4812.37,2,750,57
201801,05/01/18,77737,90870/H&V CONTROLS LTD ,-19,2,630,54
201706,30/06/17,72890,82711/ZEHNDER GROUP UK LTD (RETAIL) ,-328.69,2,720,56
201702,28/02/17,69658,79041/BROUGHTON CRANGROVE ,70.23,2,700,58
201610,13/10/16,66123,74962/IDEAL STANDARD(UK)LTD ,-35.27,2,720,56
201605,04/05/16,62487,70664/ROBERT LEE(LONDON)LTD ,-503.5,2,720,56
201803,07/03/18,79253,92575/MARFLOW ENGINEERING LTD ,-13.46,2,700,58
201704,05/04/17,71376,81243/CLAYGATE DISTRIBUTION LTD ,122.5,2,630,54
201612,22/12/16,67639,76707/H&V CONTROLS LTD ,52.27,2,700,58
201607,22/07/16,63700,72222/ROBERT LEE(LONDON)LTD ,92.71,2,630,54
201603,30/03/16,60569,68567/SANEUX ,252.28,2,630,54
201709,14/09/17,74709,85279/N.FROY AND SONS LIMITED ,-502.86,2,720,56
201803,07/03/18,79153,92459/MARFLOW ENGINEERING LTD ,-40.85,2,720,56
201703,28/03/17,70266,79773/DHL BATHROOM SUPPLIES LTD ,157.04,2,700,58
201610,14/10/16,66428,75362/H&V CONTROLS LTD ,-24.89,2,720,56
201606,27/06/16,62994,71238/SYMPHONY GROUP PLC ,-416.23,2,720,56
201603,17/03/16,60267,68081/DAVANT PRODUCTS LTD ,234.04,2,630,54
201709,13/09/17,75013,85608/SIMPSONS ,-32.96,2,700,58
201706,22/06/17,72691,82486/ROBERT LEE(LONDON)LTD ,15.35,2,700,58
201702,07/02/17,69762,79233/FM PRODUCTS ,-22.61,2,630,54
201604,15/04/16,61077,69021/VADO ,-37.99,2,720,56
201611,14/11/16,66934,75689/ROBERT LEE(LONDON)LTD ,-53.75,2,720,56
201606,27/06/16,63096,71351/ZEHNDER GROUP UK LTD (RETAIL) ,277.75,2,630,54
201601,07/01/16,59258,66922/CLAYGATE DISTRIBUTION LTD ,36,2,630,54
201711,01/11/17,76731,88895/DAVROC LIMITED ,169.4,2,630,54
201712,29/12/17,76226,90250/MITCHELLS(MILLBROOK)LTD ,6799.36,2,720,56
201707,26/07/17,73196,83046/VOGEL&NOOT PRODUCTS LTD ,253.36,2,700,58
201801,17/01/18,77741,90881/ROBERT LEE(LONDON)LTD ,102.38,2,630,54
201704,20/04/17,70975,80543/ROBERT LEE(LONDON)LTD ,2.84,2,630,54
201611,12/10/16,67440,76513/BROUGHTON CRANGROVE ,95.08,2,720,56
201608,24/08/16,64309,72794/DAVROC LIMITED ,127.15,2,700,58
201603,09/03/16,60471,68288/MAINCOR LTD ,122.38,2,700,58
201707,03/07/17,73197,83048/TOOLBANK(CURTIS HOLT) ,-20.52,2,720,56
201711,30/11/17,77338,89698/NAYLOR DRAINAGE LIMITED ,1119.13,2,630,54
201708,02/08/17,73703,83086/AQATA LIMITED ,-210.09,2,690,52
201702,02/02/17,69057,78174/BRISTAN LTD ,-140.61,2,630,54
201603,09/05/16,JV5323,MARCH PAYMENTS ,18.25,2,230,6
201609,16/09/16,65118,73699/INTATEC LTD ,180,2,630,54
201604,15/04/16,61381,69516/METHVEN UK LIMITED ,-436.18,2,720,56
201610,05/12/16,66532,75902/DESIGN TYPES LTD ,124.8,2,720,56
201802,06/02/18,78450,91676/SIMPSONS ,0,2,700,58
201703,09/05/17,JV5524,MAR ACCRUALS ,500,2,450,16
201802,02/02/18,78349,91559/HANSGROHE LIMITED ,127.08,2,630,54
201611,23/11/16,67139,76063/MITCHELLS(MILLBROOK)LTD ,-535.32,2,720,56
201712,29/12/17,76431,90468/METHVEN UK LIMITED ,74.13,2,700,58
201602,01/02/16,59665,67557/MASEFIELD-EPSON LTD ,144.53,2,630,54
201803,08/05/18,JV5726,MAR PAYMENTS ,1175,2,285,10
201603,03/03/16,60170,67222/PRIMAFLOW LTD ,1442.66,2,720,56
201605,03/05/16,61786,69188/BRISTAN LTD ,-239.84,2,690,52
201712,14/12/17,76027,90030/SNICKERS ORIGINAL LTD ,177.14,2,630,54
201703,02/03/17,70574,80111/HANSGROHE LIMITED ,-1087.88,2,720,56
201611,11/11/16,66736,75454/MAINCOR LTD ,-202.5,2,630,54
201606,07/06/16,63201,71466/INTATEC LTD ,-66.29,2,720,56
201602,29/02/16,59464,67306/FLOWFLEX COMPONENTS LTD ,10.87,2,630,54
201601,13/01/16,59263,66930/PHOENIX  ,24.5,2,700,58
201601,31/01/16,58858,66446/TALON LTD ,-258.57,2,690,52
201606,24/06/16,63000,71244/INTATEC LTD ,-609.64,2,720,56
201710,12/10/17,75321,88050/CLAYGATE DISTRIBUTION LTD ,3.67,2,700,58
201707,07/07/17,73302,83295/DAVROC LIMITED ,-199.08,2,720,56
201703,17/03/17,69969,79237/BRETT MARTIN LTD ,-9968.11,2,720,56
201610,14/10/16,66434,75368/ROBERT LEE(LONDON)LTD ,18.33,2,630,54
201605,31/05/16,62192,70310/SIMPSONS ,5349.26,2,720,56
201611,02/11/16,66636,74525/SMART SHOWERS  ,-1163.83,2,690,52
201802,05/02/18,78352,91562/PHOENIX  ,-166.5,2,720,56
201706,09/06/17,72495,82086/ROBERT LEE(LONDON)LTD ,34.48,2,700,58
201702,28/02/17,69465,78809/SIMPSONS ,37,2,700,58
201610,03/10/16,66536,75950/TVS BOILER SPARES LTD ,70,2,700,58
201606,17/06/16,62698,70908/ROBERT LEE(LONDON)LTD ,42.41,2,700,58
201602,29/02/16,59567,67418/BROUGHTON CRANGROVE ,733.66,2,630,54
201609,13/09/16,64922,73469/SIMPSONS ,-291.6,2,720,56
201708,01/08/17,74212,84191/IMPEY UK LTD ,-381.1,2,720,56
201802,23/02/18,78858,92135/ASSOCIATED LEAD ,-4921.62,2,720,56
201705,23/05/17,71890,81462/ROBERT LEE(LONDON)LTD ,-76.37,2,720,56
201703,14/03/17,70072,79346/WESTCO FLOW CONTROL LTD ,8.8,2,700,58
201610,27/10/16,65931,74731/FLOWFLEX COMPONENTS LTD ,754.68,2,630,54
201605,10/05/16,61992,70070/F&P WHOLESALE ,18.91,2,630,54
201602,10/02/16,59366,67085/N.FROY AND SONS LIMITED ,-48.56,2,630,54
201601,31/01/16,58861,66449/TOOLBANK(CURTIS HOLT) ,-395.43,2,690,52
201711,06/11/17,76637,88730/ROBERT LEE(LONDON)LTD ,-132.1,2,720,56
201705,25/05/17,71992,81568/TOOLBANK(CURTIS HOLT) ,-109.61,2,720,56
201612,05/12/16,67851,76939/STAINLESS SUPPLIES LTD ,11.4,2,700,58
201604,13/04/16,61488,69627/NAYLOR DRAINAGE LIMITED ,744.7,2,630,54
201710,10/10/17,75426,88242/SCHNEIDER ELECTRIC CONTROLS UK ,100.96,2,700,58
201708,03/08/17,74215,84194/DAVROC LIMITED ,197.63,2,630,54
201703,17/03/17,70377,79884/NATIONAL SHOWER SPARES ,-14.15,2,720,56
201611,08/11/16,66741,75460/DAVROC LIMITED ,-7,2,700,58
201606,10/06/16,63206,71472/ALTECNIC LTD ,54.93,2,700,58
201602,04/02/16,59873,67773/GRANT WESTFIELD LIMITED ,33.8,2,700,58
201801,11/01/18,77649,90762/DAVROC LIMITED ,30.8,2,700,58
201707,10/07/17,73307,83303/WESTCO FLOW CONTROL LTD ,52.08,2,700,58
201702,28/02/17,69469,78813/BSS GROUP PLC ,193.64,2,630,54
201610,03/10/16,66035,74867/IDEAL BATHROOMS ,73.13,2,630,54
201605,05/05/16,62096,70186/SIMPSONS ,52,2,700,58
201601,09/12/15,58763,66346/CLAYGATE DISTRIBUTION LTD ,13.4,2,700,58
201710,09/10/17,75428,88244/SCHNEIDER ELECTRIC CONTROLS UK ,11.2,2,700,58
201709,15/09/17,74520,85035/BRISTAN LTD ,25.45,2,630,54
201704,03/04/17,70783,79694/TODAYS TOOLS LTD ,29.15,2,720,56
201610,10/10/16,66238,75106/ROBERT LEE(LONDON)LTD ,3.43,2,700,58
201605,06/05/16,62501,70678/IDEAL BATHROOMS ,53.06,2,630,54
201601,19/01/16,59168,66832/F&P WHOLESALE ,3.85,2,700,58
201710,27/10/17,75631,88647/ASSOCIATED LEAD ,-2302.66,2,720,56
201710,10/10/17,75127,85719/WARMFLOW ,-52.65,2,630,54
201704,07/04/17,71087,80693/ROBERT LEE(LONDON)LTD ,-56.04,2,720,56
201611,01/09/16,67451,76544/ROBERT LEE(LONDON)LTD ,11.52,2,700,58
201608,24/08/16,64320,72805/IDEAL BATHROOMS ,103.28,2,630,54
201603,11/03/16,60280,68095/SANEUX ,80.93,2,630,54
201802,02/02/18,78359,91571/OFFICE GOLD LTD ,88.62,2,260,10
201707,20/07/17,73209,83071/BRUNEL MOTORS ,-218.83,2,720,56
201702,02/02/17,69674,79057/N.FROY AND SONS LIMITED ,128.16,2,700,58
201611,25/11/16,67048,75969/H&V CONTROLS LTD ,37.21,2,630,54
201606,24/06/16,63109,71364/GRANT ENGINEERING (UK) LTD ,-17.4,2,720,56
201602,01/02/16,59675,67567/MITCHELLS(MILLBROOK)LTD ,16.5,2,630,54
201802,05/02/18,78461,91687/PRIMAFLOW LTD ,17.02,2,700,58
201704,18/04/17,71190,80826/N.FROY AND SONS LIMITED ,112.58,2,700,58
201611,08/11/16,67352,76384/CLAYGATE DISTRIBUTION LTD ,86.77,2,700,58
201607,27/07/16,63716,72238/ROBERT LEE(LONDON)LTD ,65.53,2,700,58
201602,08/02/16,59979,67880/ROBERT LEE(LONDON)LTD ,1.79,2,700,58
201708,17/08/17,74018,83955/BROUGHTON CRANGROVE ,-31.33,2,630,54
201802,28/02/18,78765,92042/MX GROUP ,-188.23,2,690,52
201706,06/06/17,72807,82623/UPTREND DISTRIBUTION ,954.54,2,630,54
201701,13/01/17,68767,78037/IDEAL BATHROOMS ,78.15,2,630,54
201609,06/09/16,65030,73603/GRANT ENGINEERING (UK) LTD ,14,2,700,58
201604,13/04/16,61394,69529/ROBERT LEE(LONDON)LTD ,-10,2,700,58
201710,06/10/17,75433,88249/BROUGHTON CRANGROVE ,-229.97,2,720,56
201711,06/11/17,76848,89040/NATIONAL SHOWER SPARES ,4.51,2,700,58
201703,22/03/17,70283,79790/DAVROC LIMITED ,3.43,2,700,58
201611,18/11/16,66849,75601/BRETT MARTIN LTD ,35.24,2,700,58
201606,20/06/16,63112,71367/ULTRA FINISHING LIMITED ,97.07,2,630,54
201602,18/02/16,59880,67780/H&V CONTROLS LTD ,-490.35,2,720,56
201605,20/07/16,JV5340,MAY PAYMENTS ,1565.97,2,805,59
201605,31/05/16,62203,70321/B.E.S LTD ,-97.32,2,690,52
201708,04/08/17,74222,84201/SIAMP UK LTD ,274.8,2,720,56
201803,18/01/18,79070,92372/CLAYGATE DISTRIBUTION LTD ,0,2,700,58
201705,31/05/17,71799,81363/TOOLBANK(CURTIS HOLT) ,-321.58,2,690,52
201612,12/12/16,67961,77063/METHVEN UK LIMITED ,-21.5,2,720,56
201609,15/09/16,64931,73479/HIB LTD ,-588.16,2,720,56
201604,01/04/16,61497,69638/METHVEN UK LIMITED ,-447.95,2,720,56
201601,31/01/16,58871,66459/WETROOM INNOVATIONS LTD ,-335.59,2,690,52
201801,08/01/18,77657,90770/EASTBROOK CO ,30.96,2,700,58
201705,02/05/17,71699,81211/HANSGROHE LIMITED ,560.92,2,630,54
201612,28/10/16,68063,77202/ZEHNDER GROUP UK LTD (RETAIL) ,-400.62,2,720,56
201608,15/08/16,64528,73039/MAINCOR LTD ,41.36,2,700,58
201604,26/04/16,61296,69428/ROBERT LEE(LONDON)LTD ,12.5,2,630,54
201711,13/11/17,76951,89143/DAVROC LIMITED ,-57.15,2,630,54
201712,05/12/17,76042,90047/MID-NORTH LTD ,23.1,2,700,58
201802,15/02/18,78567,91824/SIMPSONS ,227.08,2,630,54
201706,20/06/17,72609,82253/ROPER RHODES LIMITED ,59.5,2,630,54
201702,09/02/17,69276,78438/ROBERT LEE(LONDON)LTD ,4.63,2,700,58
201609,06/09/16,65640,73486/H CLARK & SON(SALT SUPPLIERS)L ,93.1,2,700,58
201605,13/05/16,61903,69978/H&V CONTROLS LTD ,28.78,2,630,54
201801,08/01/18,77659,90772/EASTBROOK CO ,108.24,2,700,58
201707,31/07/17,73216,83204/MONTROSE FURNITURE ,25.83,2,630,54
201702,09/02/17,69277,78439/ROBERT LEE(LONDON)LTD ,5.49,2,630,54
201609,23/09/16,65540,74179/IDEAL BATHROOMS ,75.28,2,630,54
201604,19/04/16,61500,69645/MARFLOW ENGINEERING LTD ,-331.63,2,720,56
201711,13/11/17,77054,89251/H&V CONTROLS LTD ,-367.25,2,720,56
201706,12/06/17,72510,82101/ULTRA FINISHING LIMITED ,5.42,2,700,58
201702,02/02/17,69076,78209/ROBERT LEE(LONDON)LTD ,12.38,2,700,58
201609,15/09/16,65137,73718/ROBERT LEE(LONDON)LTD ,12,2,630,54
201602,17/02/16,60087,68015/IDEAL BATHROOMS ,10.61,2,700,58
201712,14/12/17,76348,90374/N.FROY AND SONS LIMITED ,56.4,2,700,58
201708,11/08/17,73925,83793/MAINCOR LTD ,171.85,2,700,58
201703,21/03/17,70390,79898/MONTROSE FURNITURE ,-116.4,2,720,56
201611,11/11/16,67360,76392/CLAYGATE DISTRIBUTION LTD ,141.78,2,630,54
201607,18/07/16,63421,71728/HEATMISER UK LTD ,-169.21,2,720,56
201603,08/03/16,60896,68951/PRIMAFLOW LTD ,-385.78,2,720,56
201705,09/05/17,71603,81094/JOULE UK ,-645.29,2,720,56
201803,18/01/18,79076,92378/CLAYGATE DISTRIBUTION LTD ,158.03,2,630,54
201612,09/12/16,67967,77069/ZEHNDER GROUP UK LTD (RETAIL) ,267.3,2,630,54
201607,13/07/16,63927,72463/IDEAL BATHROOMS ,21.37,2,700,58
201603,11/03/16,60392,68209/SIMPSONS ,69.67,2,700,58
201803,21/03/18,79380,92857/SIMPSONS ,12.08,2,630,54
201705,12/05/17,71604,81095/INTERNATIONAL DECORATIVE SURFA ,147.48,2,630,54
201701,04/01/17,68170,76637/TODAYS TOOLS LTD ,-14.67,2,180,2
201607,21/07/16,64029,73098/DAVANT PRODUCTS LTD ,-2.48,2,700,58
201603,11/03/16,60393,68210/ALTECNIC LTD ,690.5,2,630,54
201803,01/03/18,79179,92487/EMBRASS ,-176.87,2,720,56
201704,19/04/17,71100,80706/SCHNEIDER ELECTRIC CONTROLS UK ,-465.6,2,720,56
201701,04/01/17,68373,77405/ROBERT LEE(LONDON)LTD ,-555.88,2,720,56
201609,01/09/16,64838,72668/SNICKERS ORIGINAL LTD ,-558.37,2,690,52
201705,31/05/17,71807,81371/VOGUE UK LTD ,-853.2,2,690,52
201709,21/09/17,74635,85168/SIMPSONS ,457.91,2,630,54
201802,28/02/18,78978,92273/CALMAG YORKSHIRE LIMITED ,-317.04,2,720,56
201705,31/05/17,72212,81815/SIMPSONS ,6.5,2,700,58
201612,10/11/16,68071,77235/PHOENIX  ,-231,2,720,56
201608,04/08/16,64637,73221/SIMPSONS ,259.33,2,630,54
201604,05/04/16,61001,68494/FLOWFLEX COMPONENTS LTD ,2900.87,2,720,56
201606,29/09/16,JV5346,JUNE PREPAYMENTS ,400,2,230,6
201711,22/11/17,77161,89378/ZEHNDER GROUP UK LTD (RETAIL) ,-17.5,2,630,54
201708,24/08/17,74132,84103/SCHNEIDER ELECTRIC CONTROLS UK ,753.67,2,630,54
201703,07/03/17,70698,80369/MONTROSE FURNITURE ,10,2,630,54
201611,15/11/16,66860,75614/DAVANT PRODUCTS LTD ,374.32,2,700,58
201602,09/02/16,59790,67686/ROBERT LEE(LONDON)LTD ,9.67,2,700,58
201801,04/01/18,77465,90510/ROBERT LEE(LONDON)LTD ,-62.64,2,720,56
201712,29/12/17,76254,90278/TODAYS TOOLS LTD ,61.33,2,720,56
201703,27/03/17,70295,79802/INTATEC LTD ,1.76,2,700,58
201610,12/10/16,66154,74993/DAVROC LIMITED ,-87.36,2,720,56
201609,13/09/16,64942,73493/MAINCOR LTD ,133.26,2,700,58
201602,27/01/16,59387,67108/DAVROC LIMITED ,-58.52,2,700,58
201801,04/01/18,77466,90511/ROBERT LEE(LONDON)LTD ,345.35,2,630,54
201705,11/07/17,JV5550,MAY PAYMENTS ,359,2,610,55
201703,08/03/17,70498,80027/KUDOS SHOWER PRODUCTS LIMITED ,-300.16,2,720,56
201611,15/11/16,67064,75985/CLAYGATE DISTRIBUTION LTD ,528.93,2,630,54
201606,14/06/16,63226,71493/METHVEN UK LIMITED ,501.34,2,630,54
201602,12/02/16,60095,68023/IMPEY UK LTD ,-533.3,2,720,56
201711,29/11/17,77366,89727/DHL BATHROOM SUPPLIES LTD ,-1106.58,2,720,56
201709,01/09/17,74539,85054/SYMPHONY GROUP PLC ,33.7,2,700,58
201704,03/04/17,70802,79713/CALMAG YORKSHIRE LIMITED ,1923.35,2,720,56
201611,29/11/16,67166,76092/DAVROC LIMITED ,376.56,2,630,54
201606,29/09/16,JV5349,JUNE RECEIPTS ,-366.66,2,200,3
201601,19/08/15,59288,66960/ROBERT LEE(LONDON)LTD ,-198.25,2,720,56
201801,04/01/18,77468,90513/ROBERT LEE(LONDON)LTD ,1.06,2,700,58
201706,13/06/17,72520,82112/PLASSON UK LTD ,407.68,2,630,54
201701,11/01/17,68783,78053/APP WHOLESALE PLC ,-500.4,2,720,56
201608,31/08/16,64743,73369/VOGEL&NOOT PRODUCTS LTD ,90.61,2,700,58
201606,23/06/16,63026,71270/BROUGHTON CRANGROVE ,-1317.28,2,720,56
201602,09/02/16,59794,67690/ROBERT LEE(LONDON)LTD ,3.85,2,630,54
201706,13/07/17,JV5558,JUNE PAYMENTS ,38.22,2,282,11
201709,25/09/17,74641,85175/IMPEY UK LTD ,262.93,2,630,54
201802,21/02/18,78883,92166/HOMESTYLE BATHROOMS ,15.34,2,700,58
201707,03/07/17,72925,82342/NATIONAL SHOWER SPARES ,-263.44,2,690,52
201702,28/02/17,69390,78581/THE LAWTON TUBE CO LTD ,-9840.36,2,720,56
201609,28/09/16,65552,74195/KUDOS SHOWER PRODUCTS LIMITED ,-167,2,720,56
201604,08/04/16,61714,69889/N.FROY AND SONS LIMITED ,66.66,2,630,54
201708,31/08/17,74036,83984/ALTECNIC LTD ,-812.05,2,690,52
201802,21/02/18,78682,91956/ROBERT LEE(LONDON)LTD ,-41.42,2,720,56
201706,13/07/17,JV5554,JUNE PREPAYMENTS ,250,2,390,14
201702,06/02/17,69088,78221/ROBERT LEE(LONDON)LTD ,77.58,2,630,54
201609,06/09/16,65654,74301/MONTROSE FURNITURE ,8,2,700,58
201605,12/05/16,61917,69992/HIB LTD ,37.5,2,700,58
201601,06/01/16,58685,66252/IDEAL BATHROOMS ,-64.52,2,720,56
201801,05/01/18,77471,90528/ROBERT LEE(LONDON)LTD ,-70.01,2,720,56
201708,02/08/17,74240,84223/WATERLINE LIMITED ,781.02,2,630,54
201710,10/10/17,75149,85754/SIMPSONS ,45,2,630,54
201701,20/01/17,68483,77726/NATIONAL SHOWER SPARES ,6.75,2,700,58
201609,26/09/16,65453,74093/MASEFIELD-EPSON LTD ,138.01,2,630,54
201701,09/01/17,68281,77312/SANEUX ,43.12,2,630,54
201601,22/01/16,59292,66966/DAVROC LIMITED ,28.35,2,700,58
201801,19/01/18,77775,90916/DHL BATHROOM SUPPLIES LTD ,-1107.5,2,690,52
201707,10/07/17,73029,82762/SYDENHAMS ,-44.68,2,720,56
201702,24/02/17,69696,79087/PHOENIX  ,106.25,2,630,54
201610,27/10/16,65959,74762/MAINCOR LTD ,186.33,2,700,58
201606,30/06/16,63030,71274/BRETT MARTIN LTD ,3.69,2,700,58
201606,30/06/16,62929,71157/METHVEN UK LIMITED ,-1698.17,2,690,52
201801,10/01/18,77574,90675/EMBRASS ,29.81,2,700,58
201707,12/07/17,73434,83438/VOGEL&NOOT PRODUCTS LTD ,105.27,2,700,58
201703,08/03/17,70505,80034/SIMPSONS ,271.12,2,700,58
201610,12/10/16,66061,74897/WESTCO FLOW CONTROL LTD ,325.31,2,630,54
201606,01/06/16,62728,70938/MARFLOW ENGINEERING LTD ,-452.09,2,720,56
201601,22/01/16,59193,66857/DAVROC LIMITED ,-322.98,2,720,56
201803,23/03/18,79292,92636/ROBERT LEE(LONDON)LTD ,-12.9,2,700,58
201703,28/03/17,70304,79811/KUDOS SHOWER PRODUCTS LIMITED ,77.03,2,700,58
